StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,Q19,Q20,Q21,Q1,Q2,Q4,Q5,Q50,Q41,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q37_1,Q37_2,Q37_3,Q37_4,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q38_1,Q38_2,Q38_3,Q38_4,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q39_1,Q39_2,Q39_3,Q39_4,Q13,Q15,Q17,Q14,Q16,Q7,Q8,Q9,Q10,Q11,Q12,Q39,Q24,Q26,Q25,Q40,Q38,Block,SASSY,avg belief in BoM,avg belief in anthropogenic climate change,avg belief in climate scientists,avg belief in pro-environmental behaviours,populism
7/03/2024 17:38,7/03/2024 17:42,0,1.159.71.220,100,227,1,7/03/2024 17:42,R_4xopZMC7eN5Df5n,,,,,-37.87,145.0657,anonymous,EN,1,4,5,4,4,1,4,3,1,2,2,,,,,,,,,,2,4,4,4,4,4,4,4,1,,,,,,,,,,4,5,1,4,5,2,3,2,1,2,2,5,1,1,3,1,All’s good ,2,6,2.333333333,3.333333333,3,1.666666667,1
8/03/2024 20:18,8/03/2024 20:22,0,49.196.253.242,100,229,1,8/03/2024 20:22,R_4EiD1SjLrFWASxo,,,,,-31.9643,115.8595,anonymous,EN,1,4,5,4,4,1,3,3,1,1,3,,,,,,,,,,5,5,4,4,4,4,4,4,4,,,,,,,,,,4,2,3,4,1,4,4,3,3,3,3,3,4,2,2,3,,2,6,3.666666667,3,3,2.666666667,3
12/03/2024 19:28,12/03/2024 19:32,0,211.27.51.146,100,229,1,12/03/2024 19:32,R_4YsvicrXsNMa8KJ,,,,,-33.7199,150.7135,anonymous,EN,1,4,5,5,5,2,2,4,2,2,3,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,,1,5,3,3,3,3,3
8/03/2024 19:46,8/03/2024 19:50,0,120.148.9.178,100,230,1,8/03/2024 19:50,R_4pmeB81JHzhKJ1Z,,,,,-38.374,144.7666,anonymous,EN,1,2,4,3,3,1,2,2,1,2,1,,,,,,,,,,4,4,4,4,4,4,4,4,4,,,,,,,,,,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,Garbage can affect global warming ,2,3,3,3,3,3,3
12/03/2024 11:58,12/03/2024 12:02,0,101.184.43.88,100,230,1,12/03/2024 12:02,R_4g0HC8kdP7USllK,,,,,-33.8715,151.2006,anonymous,EN,1,4,5,4,4,4,5,2,3,6,3,,,,,,,,,,4,4,4,5,4,4,1,1,1,,,,,,,,,,5,5,1,4,5,1,1,2,1,1,1,2,1,1,1,3,,2,6,1.333333333,3.333333333,1.333333333,1,2
8/03/2024 20:29,8/03/2024 20:33,0,101.191.132.140,100,232,1,8/03/2024 20:33,R_4lxAxZZetzmiW5r,,,,,-33.9526,151.1718,anonymous,EN,1,2,4,3,2,2,3,4,2,2,3,,,,,,,,,,4,3,5,5,5,4,3,3,4,,,,,,,,,,4,3,3,4,3,4,4,4,3,4,3,3,3,3,4,2,,2,3,4,3.333333333,3.333333333,3.333333333,2.5
8/03/2024 19:50,8/03/2024 19:54,0,211.26.109.110,100,233,1,8/03/2024 19:54,R_4xxFVpABAGhSToN,,,,,-31.8725,115.8229,anonymous,EN,1,2,3,3,2,1,4,5,2,2,3,,,,,,,,,,2,2,6,7,6,5,5,4,4,,,,,,,,,,2,2,4,3,4,4,5,3,4,3,4,4,3,2,4,3,,2,3,4,3,3.666666667,3,3.5
12/03/2024 20:46,12/03/2024 20:50,0,119.18.2.38,100,234,1,12/03/2024 20:50,R_4gtHIQ29ea0zSK3,,,,,-33.9023,151.1743,anonymous,EN,1,2,3,3,1,1,2,4,3,2,2,,,,,,,,,,4,4,4,4,4,4,4,5,3,,,,,,,,,,4,3,3,3,4,3,3,3,4,4,3,3,3,4,4,2,Nothing ,2,2,3,3,3.333333333,3.666666667,3
8/03/2024 19:49,8/03/2024 19:53,0,120.17.101.50,100,235,1,8/03/2024 19:53,R_4zB6cl1Qk1olxCh,,,,,-33.8539,151.0296,anonymous,EN,1,3,4,4,5,2,2,5,2,1,3,,,,,,,,,,1,3,4,3,4,1,1,1,1,,,,,,,,,,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,No comments ,2,5,3,3,3,3,3
12/03/2024 19:39,12/03/2024 19:43,0,120.23.10.164,100,236,1,12/03/2024 19:43,R_4qmfUsQye7bzVuC,,,,,-27.5172,153.0105,anonymous,EN,1,2,3,2,1,2,2,5,4,1,3,2,1,7,7,6,4,4,4,3,,,,,,,,,,,,,,,,,,,4,2,4,4,5,4,4,3,4,4,4,4,4,3,4,5,,1,2,3.666666667,3.333333333,4,3.666666667,4.5
13/03/2024 12:32,13/03/2024 12:36,0,58.161.67.250,100,237,1,13/03/2024 12:36,R_4yBCZbJ4vGShc41,,,,,-27.4679,153.0325,anonymous,EN,1,2,2,2,1,2,1,2,1,1,2,3,3,6,5,6,4,1,1,1,,,,,,,,,,,,,,,,,,,1,1,5,2,5,5,5,5,5,5,5,5,5,4,4,5,Thank you for allowing me to participate.,1,2,5,2.666666667,5,4.333333333,5
7/03/2024 17:41,7/03/2024 17:45,0,115.124.9.82,100,240,1,7/03/2024 17:45,R_4RpIfQVt7tBmigp,,,,,-37.9108,145.1332,anonymous,EN,1,3,3,5,5,2,3,3,2,6,4,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,3,4,3,5,3,3,3,3,3,3,3,3,3,3,3,global warning,3,4,3,3.333333333,3,3,3
8/03/2024 20:02,8/03/2024 20:06,0,175.38.118.44,100,240,1,8/03/2024 20:06,R_4rcmCS0moiLjA7D,,,,,-38.0272,145.2955,anonymous,EN,1,3,5,4,3,1,5,4,3,2,1,,,,,,,,,,5,5,2,4,4,4,1,1,1,,,,,,,,,,4,2,4,4,1,5,3,3,2,2,3,2,2,1,4,3,,2,5,3.666666667,3.333333333,2.333333333,2.333333333,2.5
8/03/2024 19:48,8/03/2024 19:52,0,49.184.155.67,100,241,1,8/03/2024 19:52,R_4vIRCIX1YpoGpr3,,,,,-37.8075,145.0331,anonymous,EN,1,3,3,3,2,2,2,3,2,2,1,,,,,,,,,,,,,,,,,,,3,4,6,4,6,3,6,6,1,3,3,3,3,6,3,3,3,3,3,3,2,3,3,1,3,,3,3,3,3,2.666666667,2.333333333,3
12/03/2024 19:34,12/03/2024 19:38,0,103.137.15.14,100,241,1,12/03/2024 19:38,R_46a2z9tW9FQDYLk,,,,,-37.8159,144.9669,anonymous,EN,1,3,5,4,3,1,3,4,3,2,3,5,6,2,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,4,4,2,4,3,3,2,3,2,2,4,2,1,1,1,1,,1,5,2.666666667,3.333333333,2.666666667,1,1.5
18/03/2024 15:44,18/03/2024 15:48,0,49.178.189.69,100,241,1,18/03/2024 15:48,R_4E7gy9PGJ5st1kJ,,,,,-34.8554,138.6145,anonymous,EN,1,2,4,3,1,1,4,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,2,2,4,3,3,4,3,3,3,3,2,2,,4,2,3,3,3.333333333,2.666666667,2.5
8/03/2024 19:39,8/03/2024 19:43,0,114.73.53.81,100,242,1,8/03/2024 19:43,R_4Du9ZWHPOUvDHyM,,,,,-33.7064,150.9596,anonymous,EN,1,4,5,5,4,2,1,2,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,2,The survey is good,4,6,3.333333333,3.333333333,3.333333333,3,2.5
8/03/2024 20:00,8/03/2024 20:04,0,61.8.113.228,100,242,1,8/03/2024 20:04,R_4JHT5MhRqdPd5pT,,,,,-33.891,151.1502,anonymous,EN,1,2,2,1,1,1,2,4,3,1,2,,,,,,,,,,5,5,4,4,3,3,3,5,5,,,,,,,,,,4,1,4,2,4,5,5,4,4,4,4,4,4,5,5,4,I have no further comments,2,1,4.666666667,2.333333333,4,4.666666667,4
12/03/2024 19:30,12/03/2024 19:34,0,49.197.235.34,100,242,1,12/03/2024 19:34,R_4jAMz6SrnmCptlu,,,,,-27.4679,153.0325,anonymous,EN,1,2,3,2,1,2,3,2,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,3,6,4,4,3,4,4,4,4,3,3,4,4,Good observation ,4,2,3.666666667,3,4,3.333333333,4
8/03/2024 20:20,8/03/2024 20:24,0,1.159.79.220,100,243,1,8/03/2024 20:24,R_4JxinxsUxz1UkJf,,,,,-37.9735,144.5655,anonymous,EN,1,3,4,3,2,1,3,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,4,4,4,5,4,3,3,4,2,2,3,3,3,An interesting topic. I think that if the climate is changing it is part of a natural cycle.,4,3,4.333333333,3.666666667,3,2.666666667,3
12/03/2024 19:26,12/03/2024 19:30,0,139.218.191.14,100,243,1,12/03/2024 19:30,R_4q7Fiibgs8XODHu,,,,,-37.8593,145.2822,anonymous,EN,1,2,2,2,1,2,2,3,3,1,3,,,,,,,,,,7,6,3,2,3,2,2,2,2,,,,,,,,,,3,2,3,4,5,5,5,5,4,3,4,4,3,4,4,4,,2,2,5,3,3.666666667,3.666666667,4
12/03/2024 19:35,12/03/2024 19:39,0,49.186.91.59,100,243,1,12/03/2024 19:39,R_4QXgvMZaDUQHa74,,,,,-33.8289,151.0829,anonymous,EN,1,2,2,1,3,2,2,3,1,2,1,,,,,,,,,,,,,,,,,,,5,4,5,6,5,5,6,5,4,2,4,3,2,4,2,2,4,3,2,5,3,2,3,2,4,It was written well ,3,3,2.666666667,3,3.333333333,2.333333333,3.5
8/03/2024 20:24,8/03/2024 20:28,0,203.7.78.179,100,244,1,8/03/2024 20:28,R_4oCruJuPRsRjnNP,,,,,-34.9125,139.3031,anonymous,EN,1,4,5,4,4,2,5,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,3,1,3,3,2,2,2,2,2,1,1,3,1,,4,6,2.666666667,3,2,1.666666667,1.5
8/03/2024 19:44,8/03/2024 19:48,0,1.146.121.79,100,246,1,8/03/2024 19:48,R_4tJNL5ny4fSk1xw,,,,,-27.4679,153.0325,anonymous,EN,1,2,3,3,2,2,1,4,3,6,3,4,3,4,5,5,3,2,3,2,,,,,,,,,,,,,,,,,,,2,2,4,4,3,4,4,2,3,4,2,3,3,3,4,2,,1,3,3.333333333,3.333333333,3,3.333333333,2.5
8/03/2024 20:05,8/03/2024 20:09,0,106.71.57.113,100,246,1,8/03/2024 20:09,R_4dJ2svClbuzlSrn,,,,,-37.7059,144.9259,anonymous,EN,1,2,2,2,2,1,3,4,3,1,4,4,3,4,4,5,5,5,2,1,,,,,,,,,,,,,,,,,,,4,3,4,4,5,4,3,2,2,4,4,3,4,4,4,4,Interesting ,1,2,3,3.666666667,3.666666667,4,3
12/03/2024 19:28,12/03/2024 19:32,0,49.178.171.86,100,246,1,12/03/2024 19:32,R_4BkRO1h2NgdLqaX,,,,,-34.863,138.5868,anonymous,EN,1,2,3,3,1,2,1,3,1,6,3,,,,,,,,,,,,,,,,,,,3,4,4,7,5,5,3,6,1,2,2,4,4,3,3,4,3,3,4,3,4,3,3,3,3,,3,2,3.333333333,3.333333333,3.666666667,3,3
12/03/2024 19:58,12/03/2024 20:02,0,60.225.25.81,100,246,1,12/03/2024 20:02,R_4Yb5WQwNAvbcRlf,,,,,-31.9643,115.8595,anonymous,EN,1,2,3,2,2,2,3,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,2,4,4,2,4,3,4,2,4,4,3,3,"global warming isnt really evidential because i do not see ice berg melting on the news,",4,3,3.333333333,2.666666667,3,3.666666667,3.5
8/03/2024 19:55,8/03/2024 20:00,0,110.149.162.26,100,247,1,8/03/2024 20:00,R_4qZb2bxRsFO9vAl,,,,,-33.8715,151.2006,anonymous,EN,1,4,5,4,4,2,4,2,3,2,4,,,,,,,,,,4,7,1,4,1,1,1,1,1,,,,,,,,,,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,Another political survey,2,6,1,3.666666667,1,1,1
8/03/2024 20:21,8/03/2024 20:25,0,58.178.221.241,100,247,1,8/03/2024 20:25,R_4ru38iwLuXZ3nwd,,,,,-32.0134,115.7563,anonymous,EN,1,2,3,2,1,1,2,5,3,1,3,,,,,,,,,,,,,,,,,,,1,3,3,3,5,4,4,4,4,3,3,3,4,4,3,3,3,4,4,3,2,4,3,2,3,,3,2,3,3.333333333,3,3,3.5
12/03/2024 19:41,12/03/2024 19:45,0,180.150.113.21,100,247,1,12/03/2024 19:45,R_4cqQLXtaaGBZMAY,,,,,-34.9281,138.5999,anonymous,EN,1,4,5,5,5,1,2,5,2,6,5,,,,,,,,,,,,,,,,,,,1,3,4,4,5,7,7,7,7,3,3,3,3,5,3,3,3,3,1,5,3,4,1,4,4,,3,5,3,3,3,3,3.5
8/03/2024 21:19,8/03/2024 21:23,0,121.200.4.106,100,247,1,8/03/2024 21:23,R_4CTSzWcSVYk1vm8,,,,,-37.744,144.9682,anonymous,EN,1,2,4,2,2,2,2,1,2,1,3,,,,,,,,,,,,,,,,,,,4,4,5,4,4,4,1,2,3,2,2,3,4,6,3,4,4,4,4,4,3,2,3,3,3,none,3,3,3.666666667,3,3.666666667,2.666666667,3.5
8/03/2024 20:13,8/03/2024 20:17,0,159.196.12.196,100,248,1,8/03/2024 20:17,R_4wM3M5abg4B4mfy,,,,,-27.475,153.0042,anonymous,EN,1,3,3,2,1,2,1,2,2,2,3,4,3,4,4,5,5,3,6,4,,,,,,,,,,,,,,,,,,,4,1,2,4,5,4,4,2,4,4,5,2,3,3,4,2,no comment ,1,2,3.333333333,2.333333333,3.666666667,3.333333333,3
8/03/2024 19:52,8/03/2024 19:56,0,110.147.212.25,100,249,1,8/03/2024 19:56,R_4kovzDh4POSEEy5,,,,,-42.8772,147.331,anonymous,EN,1,2,3,1,1,2,2,3,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,3,3,4,4,5,3,3,3,3,3,4,2,4,,4,2,4.333333333,3.333333333,3,3,3.5
8/03/2024 21:34,8/03/2024 21:38,0,60.242.59.234,100,249,1,8/03/2024 21:38,R_4AcjZF2MdORuGHf,,,,,-33.8715,151.2006,anonymous,EN,1,2,3,3,2,1,1,4,1,4,3,,,,,,,,,,1,5,7,5,4,5,1,1,1,,,,,,,,,,4,1,3,4,7,5,5,4,4,3,2,4,4,4,1,5,Easy and simpls,2,3,4.666666667,2.666666667,3,3,4.5
8/03/2024 19:39,8/03/2024 19:44,0,218.215.162.129,100,250,1,8/03/2024 19:44,R_4D0yctFK6mwqpoM,,,,,-31.6416,115.7021,anonymous,EN,1,2,3,2,1,1,5,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,5,4,4,4,4,4,4,3,2,2,4,3,Nothing,4,2,4,3.666666667,3.666666667,2.666666667,3.5
12/03/2024 20:17,12/03/2024 20:21,0,124.183.228.86,100,250,1,12/03/2024 20:21,R_4MBLZE21EkqrUZj,,,,,-27.3655,152.9371,anonymous,EN,1,4,5,4,4,1,4,5,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,5,4,1,1,1,1,1,1,1,1,1,1,2,,4,6,1,3.666666667,1,1,1.5
13/03/2024 12:37,13/03/2024 12:41,0,49.183.76.47,100,250,1,13/03/2024 12:41,R_4e8NHzQTqHmKjgR,,,,,-37.8411,144.9799,anonymous,EN,1,3,5,4,3,2,1,3,1,6,3,,,,,,,,,,4,4,5,4,4,3,1,1,2,,,,,,,,,,3,3,2,3,4,3,3,3,2,3,3,3,1,1,4,3,,2,5,3,2.666666667,3,2,2.5
12/03/2024 12:09,12/03/2024 12:13,0,101.115.4.128,100,250,1,12/03/2024 12:13,R_4dKBdmyFhU10stD,,,,,-33.8715,151.2006,anonymous,EN,1,2,1,2,1,1,4,4,3,2,2,1,1,6,5,6,6,5,4,5,,,,,,,,,,,,,,,,,,,3,1,4,4,5,4,4,3,5,4,4,5,5,4,4,2,Climate change is hurting people on earth,1,1,3.666666667,3,4.333333333,4.333333333,3.5
8/03/2024 20:25,8/03/2024 20:30,0,1.147.19.66,100,251,1,8/03/2024 20:30,R_49m4nB6i2nmmqMd,,,,,-34.9281,138.5999,anonymous,EN,1,2,3,2,1,1,2,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,6,5,5,5,5,5,4,5,5,5,4,2,Thoughts provoking ,4,2,5,2.333333333,4.666666667,4.666666667,3.5
8/03/2024 21:13,8/03/2024 21:18,0,124.187.234.156,100,251,1,8/03/2024 21:18,R_4odKaxd0EqxJTu6,,,,,-37.8159,144.9669,anonymous,EN,1,2,3,3,3,1,4,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,4,2,5,5,1,2,2,2,1,1,2,1,2,I do not believe in Global Warming Anthony Albanese is wrong about everything !,4,3,3.666666667,3.333333333,1.666666667,1.333333333,2
12/03/2024 19:57,12/03/2024 20:01,0,121.217.164.235,100,251,1,12/03/2024 20:01,R_4diUDYFPMBMj59J,,,,,-31.8544,115.9749,anonymous,EN,1,2,3,2,1,2,1,3,2,6,3,3,3,3,1,4,5,2,2,1,,,,,,,,,,,,,,,,,,,5,1,4,3,6,4,4,4,3,4,4,3,3,4,4,5,,1,2,4,2.666666667,3.666666667,3.666666667,4
8/03/2024 20:07,8/03/2024 20:11,0,117.20.68.239,100,255,1,8/03/2024 20:11,R_4qV8eS6ZoNV6U7z,,,,,-27.4679,153.0325,anonymous,EN,1,2,3,2,1,1,4,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,5,5,5,4,4,4,4,4,3,5,4,Great Survey,4,2,5,4,4,4,4
8/03/2024 20:09,8/03/2024 20:13,0,121.44.28.17,100,255,1,8/03/2024 20:13,R_4HBxsfFUmbhvNap,,,,,-33.8728,151.0283,anonymous,EN,1,2,2,3,2,1,3,5,4,1,3,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,2,2,4,2,6,4,4,4,4,4,4,4,3,4,3,4,,3,2,4,2.666666667,4,3.333333333,4
12/03/2024 19:44,12/03/2024 19:49,0,125.63.10.245,100,255,1,12/03/2024 19:49,R_4wHbWVzKcneNrPe,,,,,-27.4669,153.0397,anonymous,EN,1,2,3,3,2,2,1,2,1,1,4,,,,,,,,,,4,4,4,4,4,1,1,1,1,,,,,,,,,,3,3,4,4,4,3,4,3,4,3,3,3,2,3,3,4,,2,3,3.333333333,3.666666667,3,2.666666667,4
11/03/2024 15:47,11/03/2024 15:51,0,210.50.81.254,100,256,1,11/03/2024 15:51,R_4DOKjhc8ufCjHBp,,,,,-37.7066,144.5721,anonymous,EN,1,4,5,4,4,1,5,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,5,3,1,1,2,1,1,1,1,1,1,1,1,,4,6,1.333333333,3.666666667,1,1,1
12/03/2024 20:21,12/03/2024 20:25,0,185.54.228.12,100,257,1,12/03/2024 20:25,R_4jVu19hKyYBQHr3,,,,,-37.8159,144.9669,anonymous,EN,1,3,4,3,3,1,4,5,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,4,4,4,4,4,2,4,4,3,1,1,1,2,"Well written, short and punchy",4,5,4,3.333333333,3.666666667,1,2
12/03/2024 20:14,12/03/2024 20:18,0,175.32.205.247,100,257,1,12/03/2024 20:18,R_4feM4PFQJFn9ipW,,,,,-33.7346,151.2765,anonymous,EN,1,2,3,3,2,1,4,3,3,2,3,4,3,5,5,5,5,4,4,4,,,,,,,,,,,,,,,,,,,2,3,4,3,3,5,4,4,4,4,5,4,4,4,4,4,Intwresting,1,3,4.333333333,3.333333333,4.333333333,4,4
8/03/2024 19:44,8/03/2024 19:49,0,110.149.196.189,100,259,1,8/03/2024 19:49,R_4g0iH2iW15raE7Y,,,,,-33.8715,151.2006,anonymous,EN,1,3,4,3,3,2,1,2,1,6,3,,,,,,,,,,4,2,3,5,6,2,1,1,2,,,,,,,,,,4,2,3,4,5,3,4,2,3,4,3,2,1,2,4,3,No,2,5,3,3,3,2.333333333,3
13/03/2024 12:36,13/03/2024 12:40,0,60.242.61.133,100,259,1,13/03/2024 12:40,R_4ML1V8toZiMunWL,,,,,-33.8906,151.0463,anonymous,EN,1,3,4,3,3,1,3,3,1,2,3,,,,,,,,,,4,4,4,4,4,4,1,1,1,,,,,,,,,,4,3,3,4,3,4,4,2,4,4,4,2,2,2,3,4,Climate change ,2,5,3.333333333,3.333333333,3.333333333,2.333333333,4
8/03/2024 19:45,8/03/2024 19:49,0,49.182.205.140,100,260,1,8/03/2024 19:49,R_4vRODP1BCwRzVCN,,,,,-27.5205,153.0258,anonymous,EN,1,2,2,2,1,2,1,2,2,2,1,,,,,,,,,,,,,,,,,,,3,2,5,4,5,6,6,7,4,4,1,3,4,3,5,4,3,4,5,4,3,3,4,5,4,no further comments,3,2,4,2.666666667,4,4,4
8/03/2024 20:00,8/03/2024 20:04,0,103.12.189.70,100,260,1,8/03/2024 20:04,R_4GDefo36N2Vz2EA,,,,,-37.8159,144.9669,anonymous,EN,1,2,3,2,1,1,4,2,4,1,2,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,3,2,2,4,4,5,4,4,4,4,4,4,4,4,4,3,3,Eye opener ,3,2,4,3.333333333,4,3.666666667,3.5
12/03/2024 19:17,12/03/2024 19:22,0,139.216.252.137,100,260,1,12/03/2024 19:22,R_4Wv8MU9ujrttXdz,,,,,-34.8965,138.5406,anonymous,EN,1,3,4,3,3,1,4,3,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,1,3,4,2,1,1,1,1,1,1,3,1,monash university the home of anti vietnam wars a discrace,4,5,3,2.666666667,1,1.666666667,1
12/03/2024 19:50,12/03/2024 19:54,0,61.69.147.50,100,260,1,12/03/2024 19:54,R_42EiMyqFzxGlJdo,,,,,-33.8182,151.1602,anonymous,EN,1,3,5,4,4,1,3,5,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,4,5,2,3,2,2,3,3,2,2,2,4,2,Climate change is a natural occurrence and can not be change. The environment on the other hand needs care,4,6,2.333333333,3.333333333,2.666666667,2.666666667,2
11/03/2024 15:48,11/03/2024 15:53,0,149.167.183.82,100,261,1,11/03/2024 15:53,R_4TUf7xLzyPwk4gy,,,,,-42.8772,147.331,anonymous,EN,1,3,4,4,3,1,3,4,3,1,4,,,,,,,,,,,,,,,,,,,7,7,2,4,2,1,1,1,1,4,5,2,5,1,3,3,2,2,3,3,2,1,1,3,4,Somewhat bias like questions it seems. ,3,5,2.666666667,4,2.666666667,1.666666667,3
12/03/2024 19:54,12/03/2024 19:58,0,110.151.72.155,100,261,1,12/03/2024 19:58,R_4jrgBA7z7ShFupH,,,,,-27.4679,153.0325,anonymous,EN,1,3,4,4,3,1,3,4,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,3,3,4,5,2,3,3,2,1,1,1,2,Different ,4,5,4,3.333333333,2.666666667,1,2
8/03/2024 19:46,8/03/2024 19:50,0,194.223.43.91,100,263,1,8/03/2024 19:50,R_4jdVuSwr2dhn0w9,,,,,-37.8159,144.9669,anonymous,EN,1,2,2,2,2,2,3,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,4,4,5,5,1,4,5,5,1,5,5,5,1,none,4,2,3.666666667,2.333333333,3.666666667,5,2.5
7/03/2024 17:27,7/03/2024 17:31,0,1.144.111.164,100,266,1,7/03/2024 17:31,R_4lm0M7ONAdNqz7z,,,,,-33.9381,150.9011,anonymous,EN,1,2,2,3,2,2,4,3,3,1,4,,,,,,,,,,3,4,3,4,2,3,3,2,4,,,,,,,,,,1,2,5,2,5,4,4,4,5,5,5,4,4,3,4,3,,2,2,4,3,4.666666667,3.666666667,4
8/03/2024 21:02,8/03/2024 21:06,0,101.190.185.174,100,267,1,8/03/2024 21:06,R_4NyvVJRRcrwzhdI,,,,,-33.8715,151.2006,anonymous,EN,1,3,4,4,5,1,3,4,2,2,2,,,,,,,,,,,,,,,,,,,7,7,6,6,6,1,1,1,1,4,4,2,3,1,3,3,3,3,3,3,3,2,2,3,3,Albo useless fool,3,5,3,3,3,2.333333333,3
7/03/2024 17:49,7/03/2024 17:54,0,122.199.38.27,100,268,1,7/03/2024 17:54,R_4DuopO1rFmOA7uC,,,,,-33.808,151.1415,anonymous,EN,1,2,2,3,1,2,4,1,1,1,3,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,3,3,4,4,4,1,3,3,3,3,3,3,2,4,4,3,,3,2,2.333333333,3.666666667,3,3.333333333,3
8/03/2024 20:17,8/03/2024 20:21,0,1.157.243.63,100,268,1,8/03/2024 20:21,R_4jwzW5hTR462KQ9,,,,,-33.8715,151.2006,anonymous,EN,1,4,5,4,4,1,2,5,4,2,5,4,3,5,5,6,4,4,4,4,,,,,,,,,,,,,,,,,,,5,5,2,5,5,2,4,3,3,3,2,2,1,1,1,2,A very informative survey. ,1,6,3,4,2.333333333,1,2.5
8/03/2024 21:03,8/03/2024 21:08,0,58.107.229.39,100,271,1,8/03/2024 21:08,R_46ULVcriKI9KTv3,,,,,-31.4602,152.9038,anonymous,EN,1,2,3,3,2,2,4,2,1,3,3,,,,,,,,,,3,3,5,5,4,6,7,4,4,,,,,,,,,,4,3,3,4,3,3,3,3,4,4,4,5,4,3,4,3,Survey was easy to understand.,2,3,3,3.333333333,4.333333333,3.666666667,3.5
7/03/2024 17:41,7/03/2024 17:46,0,103.107.196.157,100,272,1,7/03/2024 17:46,R_4I579HIKjX92Gkx,,,,,-31.9643,115.8595,anonymous,EN,1,3,5,4,4,2,5,2,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,3,3,4,2,4,4,4,3,2,3,2,2,Quite interesting about climate change ,4,6,3,3.333333333,3.666666667,2.333333333,3
7/03/2024 17:45,7/03/2024 17:50,0,58.104.91.46,100,272,1,7/03/2024 17:50,R_4GiBaYunrdAMClc,,,,,-21.1445,149.181,anonymous,EN,1,2,2,2,2,1,2,4,1,1,3,,,,,,,,,,4,3,5,5,5,5,4,4,4,,,,,,,,,,4,2,2,4,4,5,4,3,4,4,4,2,4,4,4,2,Very interesting ,2,2,4,2.666666667,3.333333333,4,3
7/03/2024 17:46,7/03/2024 17:51,0,144.134.127.241,100,272,1,7/03/2024 17:51,R_4SsPmPTrg2LiIG5,,,,,-27.4679,153.0325,anonymous,EN,1,3,5,3,3,2,5,2,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,3,2,5,5,3,3,3,2,2,3,1,3,2,interesting survey,4,5,4.333333333,3.333333333,2.333333333,2.333333333,2.5
8/03/2024 20:18,8/03/2024 20:22,0,120.148.33.13,100,272,1,8/03/2024 20:22,R_4AGBISR1TD7mxSw,,,,,-37.828,144.9548,anonymous,EN,1,2,4,3,2,2,3,4,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,5,3,4,4,3,3,3,3,3,2,4,2,Add an area for comments as this is not a good reflection of how I feel.  I feel that we can do little in Australia unless other countries such as China. india etc do more.  Our efforts mean very little,4,3,3.666666667,3.333333333,3,3,2.5
